Trade_ID,Ticker,Status,Open_Date,Closed_Date,Shares,Avg_Entry,Avg_Exit,Total_Cost,Realized_PL,Unrealized_PL,Return_Pct,Buy_Rule,Sell_Rule,Notes,Amount,Value,Stop_Loss
2025-71,ODD,CLOSED,2025-05-01 09:30:00,2025-05-13 16:00:00,351.0,62.91,61.98,22081.41,-326.4299999999999,0.0,-1.478302336671435,History,History,Imported,0.0,0.0,0.0
2025-72,RBRK,CLOSED,2025-05-05 09:30:00,2025-06-10 16:00:00,354.0,83.83,90.27,29675.82,2279.7599999999993,0.0,7.68221400453298,History,History,Imported,0.0,0.0,0.0
2025-73,FETH,CLOSED,2025-05-08 09:30:00,2025-05-14 16:00:00,334.0,22.32,26.15,7454.88,1279.2199999999991,0.0,17.159498207885296,History,History,Imported,0.0,0.0,0.0
2025-74,TSLA,CLOSED,2025-05-09 09:30:00,2025-06-05 16:00:00,93.0,313.22,314.27,29129.460000000003,97.64999999999576,0.0,0.3352276355277295,History,History,Imported,0.0,0.0,0.0
2025-75,GDX,CLOSED,2025-05-09 09:30:00,2025-05-12 16:00:00,657.0,50.17,47.78,32961.69,-1570.2300000000005,0.0,-4.763803069563485,History,History,Imported,0.0,0.0,0.0
2025-76,CRWV,CLOSED,2025-05-12 09:30:00,2025-07-29 16:00:00,900.0,111.86,133.33,100674.0,19323.00000000001,0.0,19.19363490076883,History,History,Imported,0.0,0.0,0.0
2025-77,UBER,CLOSED,2025-05-12 09:30:00,2025-05-20 16:00:00,315.0,86.68,91.46,27304.2,1505.699999999996,0.0,5.5145362251961085,History,History,Imported,0.0,0.0,0.0
2025-78,RBLX,CLOSED,2025-05-12 09:30:00,2025-05-20 16:00:00,336.0,74.3,81.16,24964.8,2304.96,0.0,9.232839838492598,History,History,Imported,0.0,0.0,0.0
2025-79,NVDA,CLOSED,2025-05-13 09:30:00,2025-08-20 16:00:00,500.0,142.72,171.78,71360.0,14530.000000000002,0.0,20.361547085201796,History,History,Imported,0.0,0.0,0.0
2025-80,NFLX,CLOSED,2025-05-14 09:30:00,2025-05-23 16:00:00,25.0,1154.04,1185.73,28851.0,792.2500000000014,0.0,2.746005337769926,History,History,Imported,0.0,0.0,0.0
2025-81,BIRK,CLOSED,2025-05-16 09:30:00,2025-05-16 16:00:00,327.0,58.07,56.9,18988.89,-382.59000000000054,0.0,-2.0148097124160524,History,History,Imported,0.0,0.0,0.0
2025-82,BROS,CLOSED,2025-05-16 09:30:00,2025-05-19 16:00:00,393.0,72.86,73.15,28633.98,113.97000000000246,0.0,0.3980236069173843,History,History,Imported,0.0,0.0,0.0
2025-83,APP,CLOSED,2025-05-19 09:30:00,2025-05-20 16:00:00,54.0,372.64,368.51,20122.56,-223.01999999999975,0.0,-1.1083082868183758,History,History,Imported,0.0,0.0,0.0
2025-84,DUOL,CLOSED,2025-05-20 09:30:00,2025-05-20 16:00:00,15.0,526.61,521.4,7899.150000000001,-78.15000000000055,0.0,-0.9893469550521328,History,History,Imported,0.0,0.0,0.0
2025-85,META,CLOSED,2025-05-21 09:30:00,2025-05-21 16:00:00,63.0,644.81,633.29,40623.03,-725.7599999999989,0.0,-1.7865727888835443,History,History,Imported,0.0,0.0,0.0
2025-86,TOST,CLOSED,2025-05-22 09:30:00,2025-05-23 16:00:00,699.0,42.82,42.559999999999995,29931.18,-181.73999999999864,0.0,-0.607192900513774,History,History,Imported,0.0,0.0,0.0
2025-87,IBIT,CLOSED,2025-05-22 09:30:00,2025-05-23 16:00:00,150.0,62.5,61.63,9375.0,-130.4999999999996,0.0,-1.3919999999999957,History,History,Imported,0.0,0.0,0.0
2025-88,SE,CLOSED,2025-05-23 09:30:00,2025-05-29 16:00:00,125.0,165.03,160.78,20628.75,-531.25,0.0,-2.575289341331879,History,History,Imported,0.0,0.0,0.0
2025-89,OKLO,CLOSED,2025-05-27 09:30:00,2025-05-29 16:00:00,768.0,52.72,52.27,40488.96,-345.5999999999967,0.0,-0.853566009104696,History,History,Imported,0.0,0.0,0.0
2025-90,AS,CLOSED,2025-05-27 09:30:00,2025-05-29 16:00:00,525.0,38.29,36.73,20102.25,-819.0000000000011,0.0,-4.074170801775926,History,History,Imported,0.0,0.0,0.0
2025-91,LTBR,CLOSED,2025-05-28 09:30:00,2025-05-28 16:00:00,500.0,17.32,16.8,8660.0,-259.9999999999998,0.0,-3.002309468822168,History,History,Imported,0.0,0.0,0.0
2025-92,DUOL,CLOSED,2025-05-30 09:30:00,2025-06-09 16:00:00,81.0,504.35,499.13999999999993,40852.35,-422.01000000000295,0.0,-1.033012788737987,History,History,Imported,0.0,0.0,0.0
2025-93,NBIS,CLOSED,2025-06-05 09:30:00,2025-06-20 16:00:00,466.0,48.150000000000006,48.09,22437.9,-27.95999999999775,0.0,-0.1246105919003014,History,History,Imported,0.0,0.0,0.0
2025-94,ETOR,CLOSED,2025-06-05 09:30:00,2025-06-05 16:00:00,348.0,69.5,63.38,24186.0,-2129.7599999999993,0.0,-8.80575539568345,History,History,Imported,0.0,0.0,0.0
2025-95,VIK,CLOSED,2025-06-06 09:30:00,2025-06-09 16:00:00,452.0,48.59,48.540000000000006,21962.68,-22.600000000001927,0.0,-0.1029018316526122,History,History,Imported,0.0,0.0,0.0
2025-96,ETOR,CLOSED,2025-06-09 09:30:00,2025-06-11 16:00:00,126.0,69.33,65.0,8735.58,-545.5799999999998,0.0,-6.2454925717582555,History,History,Imported,0.0,0.0,0.0
2025-97,OKLO,CLOSED,2025-06-09 09:30:00,2025-06-20 16:00:00,585.0,57.75,57.87,33783.75,70.19999999999851,0.0,0.2077922077922033,History,History,Imported,0.0,0.0,0.0
2025-98,AMZN,CLOSED,2025-06-09 09:30:00,2025-06-11 16:00:00,160.0,216.47999999999996,214.59,34636.799999999996,-302.3999999999978,0.0,-0.8730598669622999,History,History,Imported,0.0,0.0,0.0
2025-99,NRG,CLOSED,2025-06-11 09:30:00,2025-06-17 16:00:00,159.0,151.10000000000002,151.91,24024.9,128.79000000000036,0.0,0.536068828590339,History,History,Imported,0.0,0.0,0.0
2025-100,SHOP,CLOSED,2025-06-11 09:30:00,2025-06-12 16:00:00,215.0,112.69,109.77,24228.35,-627.8000000000004,0.0,-2.5911793415564843,History,History,Imported,0.0,0.0,0.0
2025-101,BROS,CLOSED,2025-06-23 09:30:00,2025-06-26 16:00:00,675.0,68.8,66.48,46440.0,-1565.9999999999957,0.0,-3.372093023255804,History,History,Imported,0.0,0.0,0.0
2025-102,RBRK,CLOSED,2025-06-23 09:30:00,2025-06-24 16:00:00,390.0,89.29000000000002,89.16000000000001,34823.100000000006,-50.70000000000377,0.0,-0.1455930115354571,History,History,Imported,0.0,0.0,0.0
2025-103,NET,CLOSED,2025-06-23 09:30:00,2025-07-10 16:00:00,235.0,183.88,184.45,43211.8,133.9499999999984,0.0,0.3099847726778296,History,History,Imported,0.0,0.0,0.0
2025-104,CRCL,CLOSED,2025-06-26 09:30:00,2025-06-27 16:00:00,90.0,209.33,202.81,18839.7,-586.8000000000009,0.0,-3.114699278650938,History,History,Imported,0.0,0.0,0.0
2025-105,CHYM,CLOSED,2025-06-30 09:30:00,2025-07-02 16:00:00,420.0,33.339999999999996,31.25,14002.8,-877.8000000000014,0.0,-6.268746250749861,History,History,Imported,0.0,0.0,0.0
2025-106,AMD,CLOSED,2025-07-01 09:30:00,2025-08-20 16:00:00,653.0,157.88,168.64,103095.64,7026.279999999994,0.0,6.8153027615910755,History,History,Imported,0.0,0.0,0.0
2025-107,CRDO,CLOSED,2025-07-03 09:30:00,2025-07-18 16:00:00,542.0,93.06,91.2,50438.52,-1008.1199999999995,0.0,-1.998710509348807,History,History,Imported,0.0,0.0,0.0
2025-108,SHOP,CLOSED,2025-07-03 09:30:00,2025-07-08 16:00:00,246.0,117.01,111.9,28784.460000000003,-1257.06,0.0,-4.367148106999401,History,History,Imported,0.0,0.0,0.0
2025-109,ARKK,CLOSED,2025-07-09 09:30:00,2025-07-11 16:00:00,210.0,72.22,72.71000000000001,15166.2,102.89999999999893,0.0,0.6784824148435264,History,History,Imported,0.0,0.0,0.0
2025-110,CRCL,CLOSED,2025-07-08 09:30:00,2025-07-11 16:00:00,85.0,196.32,195.12,16687.2,-101.99999999999903,0.0,-0.6112469437652753,History,History,Imported,0.0,0.0,0.0
2025-111,FNGO,CLOSED,2025-07-14 09:30:00,2025-07-16 16:00:00,425.0,108.74,108.23,46214.5,-216.7499999999961,0.0,-0.4690086444730466,History,History,Imported,0.0,0.0,0.0
2025-112,TQQQ,CLOSED,2025-07-16 09:30:00,2025-07-22 16:00:00,563.0,85.64999999999999,86.53,48220.95,495.43999999999744,0.0,1.0274372446001114,History,History,Imported,0.0,0.0,0.0
2025-113,ETHU,CLOSED,2025-07-17 09:30:00,2025-08-04 16:00:00,134.0,112.42,112.65,15064.28,30.820000000000533,0.0,0.2045899306173314,History,History,Imported,0.0,0.0,0.0
2025-114,IREN,CLOSED,2025-07-18 09:30:00,2025-07-31 16:00:00,1000.0,18.68,17.85,18680.0,-829.9999999999983,0.0,-4.443254817987143,History,History,Imported,0.0,0.0,0.0
2025-115,CRDO,CLOSED,2025-07-18 09:30:00,2025-07-21 16:00:00,542.0,92.26,90.55,50004.920000000006,-926.8200000000044,0.0,-1.853457619770223,History,History,Imported,0.0,0.0,0.0
2025-116,SNOW,CLOSED,2025-07-18 09:30:00,2025-07-22 16:00:00,231.0,216.32,214.75,49969.92,-362.6699999999984,0.0,-0.7257766272189318,History,History,Imported,0.0,0.0,0.0
2025-117,TSLA,CLOSED,2025-07-18 09:30:00,2025-07-21 16:00:00,100.0,329.08,328.42,32908.0,-65.99999999999682,0.0,-0.2005591345569369,History,History,Imported,0.0,0.0,0.0
2025-118,COIN,CLOSED,2025-07-21 09:30:00,2025-07-29 16:00:00,45.0,404.03,371.41,18181.35,-1467.8999999999976,0.0,-8.073657896690827,History,History,Imported,0.0,0.0,0.0
2025-119,NFLX,CLOSED,2025-07-21 09:30:00,2025-07-22 16:00:00,13.0,1234.4199999999998,1193.51,16047.46,-531.8300000000011,0.0,-3.3141070300222037,History,History,Imported,0.0,0.0,0.0
2025-120,CRDO,CLOSED,2025-07-23 09:30:00,2025-08-13 16:00:00,443.0,99.74,118.31,44184.82,8226.510000000004,0.0,18.618407860437145,History,History,Imported,0.0,0.0,0.0
2025-121,TSLA,CLOSED,2025-07-21 09:30:00,2025-07-30 16:00:00,4.0,1406.68,1316.75,5626.72,-359.72000000000025,0.0,-6.39306736429039,History,History,Imported,0.0,0.0,0.0
2025-122,GOOGL,CLOSED,2025-07-10 09:30:00,2025-08-11 16:00:00,180.0,189.02,200.65,34023.6,2093.399999999999,0.0,6.15278806475505,History,History,Imported,0.0,0.0,0.0
2025-123,AMZN,CLOSED,2025-07-10 09:30:00,2025-07-30 16:00:00,100.0,20.76,24.73,2076.0,396.9999999999999,0.0,19.12331406551059,History,History,Imported,0.0,0.0,0.0
2025-124,CRWV,CLOSED,2025-07-29 09:30:00,2025-07-29 16:00:00,304.0,111.17,109.05,33795.68,-644.4800000000014,0.0,-1.9069892956732972,History,History,Imported,0.0,0.0,0.0
2025-125,CRWV,CLOSED,2025-07-31 09:30:00,2025-08-01 16:00:00,147.0,113.97,103.73,16753.59,-1505.2799999999993,0.0,-8.984820566815824,History,History,Imported,0.0,0.0,0.0
2025-126,COIN,CLOSED,2025-07-31 09:30:00,2025-08-01 16:00:00,50.0,377.97,322.11,18898.5,-2793.000000000001,0.0,-14.778950710373843,History,History,Imported,0.0,0.0,0.0
2025-127,TQQQ,CLOSED,2025-07-31 09:30:00,2025-08-11 16:00:00,181.0,86.53,92.23,15661.93,1031.7000000000005,0.0,6.587310759274244,History,History,Imported,0.0,0.0,0.0
2025-128,ARKK,CLOSED,2025-08-01 09:30:00,2025-08-11 16:00:00,425.0,71.41,74.5,30349.25,1313.2500000000014,0.0,4.327125052513658,History,History,Imported,0.0,0.0,0.0
2025-129,META,CLOSED,2025-08-01 09:30:00,2025-08-11 16:00:00,47.0,761.91,768.19,35809.77,295.16000000000406,0.0,0.8242443333202198,History,History,Imported,0.0,0.0,0.0
2025-130,NET,CLOSED,2025-08-04 09:30:00,2025-08-08 16:00:00,154.0,206.93,205.67,31867.22,-194.04000000000295,0.0,-0.6089015609143281,History,History,Imported,0.0,0.0,0.0
2025-131,ZETA,CLOSED,2025-08-07 09:30:00,2025-08-07 16:00:00,750.0,20.58,20.09,15434.999999999998,-367.4999999999988,0.0,-2.3809523809523734,History,History,Imported,0.0,0.0,0.0
2025-132,CRWV,CLOSED,2025-08-07 09:30:00,2025-08-13 16:00:00,382.0,127.31,124.33,48632.42,-1138.3600000000015,0.0,-2.340743068101488,History,History,Imported,0.0,0.0,0.0
2025-133,RKLB,CLOSED,2025-08-08 09:30:00,2025-08-08 16:00:00,476.0,46.54,45.23,22153.04,-623.5600000000011,0.0,-2.8147829823807524,History,History,Imported,0.0,0.0,0.0
2025-134,SHOP,CLOSED,2025-08-13 09:30:00,2025-08-15 16:00:00,381.0,150.34,142.19,57279.54,-3105.1500000000024,0.0,-5.421045629905551,History,History,Imported,0.0,0.0,0.0
2025-135,APP,CLOSED,2025-08-14 09:30:00,2025-08-20 16:00:00,128.0,435.57,407.02,55752.96,-3654.4000000000015,0.0,-6.554629565856238,History,History,Imported,0.0,0.0,0.0
